Artikelnummer;EAN;Bezeichnung;Netto
15012;4055744029738;Dimorphodon;4.32
15013;4055744029745;Animantarx;4.32
15014;4055744029752;Dracorex;7.45
15015;4055744029769;Diabloceratops ;5.7
15016;4055744029776;Plesiosaurus;5.7
15017;4055744029783;Jungtier Giganotosaurus;8.35
13884;4055744029400;Paint Horse Stute;4.32
13885;4055744029417;Paint Horse Wallach;4.32
13886;4055744029424;Paint Horse Fohlen;2.78
13887;4055744029431;Lipizzaner Hengst;4.32
13888;4055744029448;Trakehner Stute;4.32
13889;4055744029455;Knabstrupper Hengst;4.32
13890;4055744029462;Knabstrupper Fohlen;2.78
42456;4055744030031;Trakehner Stute Reittu;7.65
42457;4055744030048;Friese Hengst Reitturn;7.65
42459;4055744030055;Dec+Half.Hannah+Cayenn;2.74
42460;4055744030062;Dec+Half.Sofia+Blossom;2.74
42461;4055744030079;Dec+Half.Lisa+Storm;2.74
42462;4055744030086;Dec+Half.Sarah+Mystery;2.74
42458;4055744014598;Hannahs Gastpf+Huendin;21
42465;4055744033599;Spielteppich Horse Club;21
42468;4055744030116;Paso Fino Hengst Pferdeshow;7.65
42469;4055744030123;Rocky Mount.H-Stute Pferdesh.;7.65
20810;4055744028397;Clumsy Schlumpf;2.5
20811;4055744028403;Hefti Schlumpf;2.5
20812;4055744028410;Schlaubi Schlumpf;2.5
20813;4055744028427;Schlumpfine;2.5
20814;4055744029486;Papa Schlumpf;2.5
20815;4055744029493;Torti Schlumpf;2.5
20816;4055744029509;Schlumpf mit Geschenk;2.5
20817;4055744029516;Schlumpf mit Herz;2.5
20919;4055744029523;30 SchluempfeKlassisch;75
42493;4055744029943;Feuerstier;5.7
42494;4055744029950;Eis Spinne;5.7
42495;4055744029967;Kampfkrabbe mit Waffe;8.7
42496;4055744029974;Panzerkroete mit Waffe;8.7
70142;4055744029981;Lavaskorpion;11.25
70143;4055744029998;Eis Greif;11.25
70578;4055744029370;Mond-Einhorn, Hengst;8.7
70579;4055744029387;Sternen-Pegasus, Stute;8.7
70580;4055744029394;Sternschnuppen-Einh.Fo;4.65
70581;4055744030130;MOVIE Marween mit Nugur+Piuh;8.7
70582;4055744030147;MOVIE Feya;5.88
70583;4055744030154;MOVIE Sera und Jaro;11.25
70584;4055744030161;MOVIE Surah mit Papagei Kuack;5.88
70586;4055744031656;MOVIE Nuray mit Rabe Munyn;5.88
70587;4055744030178;MOVIE Eyela+Einh.Eisskulptur;8.7
42436;4055744030000;Dracheninsel mit Schatz ;14.8
42444;4055744030024;Seras magisches Bluetenboot;31
42518;4055744036194;Horse Club Mia & Spotty;11.25
42489;4055744024771;Sattel&Zaumz.HC Hanna&Cayenne;2.74
42490;4055744024788;Sattel&Zaumz.HC Sofia&Blossom;2.74
42491;4055744024795;Sattel&Zaumz.HC Lisa & Storm;2.74
42492;4055744024801;Sattel&Zaumz.HC Sarah&Mystery;2.74
42519;4055744036187;Reiter-Café;31
42162;4005086421622;Freizeitreiterin, rosa;2.74
42163;4005086421639;Turnierreiterin, tuerkis;2.74
42411;4055744021398;Horse Club Hannah & Cayenne;11.25
42412;4055744021435;Horse Club Sofia & Blossom;11.25
42413;4055744021855;Horse Club Lisa & Storm;11.25
42414;4055744021596;Horse Club Sarah & Mystery;11.25
13894;4059433012902;Amerikanische Kurzhaarkatze;2.2
13895;4059433007229;Rhodesian Ridgeback;2.78
13896;4059433013909;Englischer Cocker Spaniel;2.78
13897;4059433038988;Schwarzwaelder Hengst;4.32
13898;4059433039534;Schwarzwaelder Stute;4.32
13899;4059433039589;Schwarzwaelder Fohlen;2.78
13900;4055744040689;Truthahn;3.38
13907;4059433019420;Araber Hengst;4.32
13908;4059433027883;Araber Stute;4.32
13910;4059433039633;Knabstrupper Stute;4.32
13911;4059433013633;Achal Tekkiner Hengst;4.32
13912;4059433029153;American Saddlebred Stute;4.32
13913;4059433027067;American Saddlebred Wallach;4.32
15018;4059433028682;Postosuchus;5.7
15020;4059433029290;Cryolophosaurus ;8.35
15021;4059433029962;Agustinia ;8.35
15022;4059433029979;Baryonyx ;8.35
15023;4059433011844;Ankylosaurus;5.7
42510;4059433011868;Blizzard Baer mit Waffe;8.7
42511;4059433011905;Feuer Adler;11.25
14824;4055744033667;Riesenschildkroete;2.78
14831;4059433013923;Nilpferd Junges;2.78
14832;4059433039671;Dromedar;4.32
14833;4059433013800;Roter Panda;2.78
14834;4059433039718;Wombat;2.78
14835;4059433027272;Hammerhai;3.38
14836;4059433013947;Orka Junges;2.78
14838;4059433027326;Schneeleopard;3.38
42475;4055744029820;Grosser Truck Tierrettung;31
42476;4055744038822;Helikopter Tierrettung;18.6
42504;4055744038860;Angriff der Hyaene;12.1
42500;4059433040820;Zuhause f.Kaninchen+Meerschw.;8.7
42501;4059433027951;Spielspass f. niedlicheKatzen;8.7
42502;4055744038839;Tierarzt-Praxis m. Haustieren;31
42503;4059433047706;Tierarztbesuch auf Bauernhof;24.8
14837;4059433013961;Rentier;4.32
13906;4059433013619;Friese Stute;4.32
13909;4059433013626;Trakehner Wallach;4.32
42441;4055744030017;HC Hannahs Western-Reitset ;15
42443;4059433047195;HC Mias Voltigier-Reitset ;18.6
70590;4059433035406;Bluetenpegasus;8.7
70591;4059433035956;Blueteneinhorn Fohlen;4.65
70592;4059433036557;Bluetendrachenmama und Baby;10.2
98288;4059433072555;Display Januar Neuheiten;358.6
98289;4059433073248;Display Wild Life;484.48
98296;4059433075358;Display Eldrador + Dinosaurs;326.9
98297;4059433075525;Display Horse Club + bayala;473.76
98292;4059433074399;1/2 Palette Ostern;946.8
98294;4059433075020;Display Ostern;384.24
98299;4059433076003;Display Farm World;408.18
98291;4059433073903;Schaufenster Ostern;185
20794;4055744012143;SchutzengelSchlumpfine;2.5
20795;4055744012150;Schlumpf + Schluessel;2.5
20798;4055744012181;Schlumpf+Blumenstrauss;2.5
20804;4055744021152;Fussb.PapaSchlumpf Tra;2.5
20805;4055744021169;Fussball Schlumpfine;2.5
20807;4055744021183;Fussb.Schlumpf+Trophae;2.5
20809;4055744021206;Fussb.Schlumpf Schieds;2.5
