Artikelnummer;Bezeichnung;EAN;Netto
12301;Pirat Jack;4002162590586;17.5
12301;Pirat Jack;4002162590593;17.5
12301;Pirat Jack;4002162590609;17.5
12301;Pirat Jack;4002162590616;17.5
12302;Leoparden Kleidchen;4002162327762;12.5
12302;Leoparden Kleidchen;4002162327779;12.5
12302;Leoparden Kleidchen;4002162327786;12.5
12302;Leoparden Kleidchen;4002162327793;12.5
12302;Leoparden Kleidchen;4002162337846;12.5
12303;Tigeroverall;4002162499551;17.5
12303;Tigeroverall;4002162499568;17.5
12303;Tigeroverall;4002162499575;17.5
12304;Blumenfee;4002162500172;12.5
12304;Blumenfee;4002162500189;12.5
12304;Blumenfee;4002162500196;12.5
12307;Fledermaus;4002162327809;7.95
12307;Fledermaus;4002162327816;7.95
12307;Fledermaus;4002162327823;7.95
12307;Fledermaus;4002162327830;7.95
12312;Cape lang mit Kragen;4002162241860;5.2
12312;Cape lang mit Kragen;4002162241884;5.2
12313;Cape lang ohne Kragen;4002162244403;4.96
12313;Cape lang ohne Kragen;4002162244427;4.96
12316;Rapper;4002162569377;9.95
12316;Rapper;4002162569384;9.95
12316;Rapper;4002162569391;9.95
12316;Rapper;4002162569407;9.95
12317;Mittelalter Prinzessin;4002162585957;12.5
12317;Mittelalter Prinzessin;4002162585964;12.5
12317;Mittelalter Prinzessin;4002162585971;12.5
12317;Mittelalter Prinzessin;4002162585988;12.5
12318;Fiftys Kleid;4002162569698;12.5
12318;Fiftys Kleid;4002162569704;12.5
12318;Fiftys Kleid;4002162569711;12.5
12318;Fiftys Kleid;4002162569728;12.5
12319;Kleine Heldin;4002162585582;12.2
12319;Kleine Heldin;4002162585599;12.2
12319;Kleine Heldin;4002162585605;12.2
12322;Schäfchen;4002162328172;8.95
12322;Schäfchen;4002162328189;8.95
12322;Schäfchen;4002162328196;8.95
12323;Teufelin;4002162499582;12.3
12323;Teufelin;4002162499599;12.3
12323;Teufelin;4002162499605;12.3
12323;Teufelin;4002162499612;12.3
12323;Teufelin;4002162499629;12.3
12326;Hexe Lucy;4002162585773;12.5
12326;Hexe Lucy;4002162585780;12.5
12326;Hexe Lucy;4002162585797;12.5
12326;Hexe Lucy;4002162585803;12.5
12327;Kleines Monster;4002162590166;14.95
12327;Kleines Monster;4002162590173;14.95
12327;Kleines Monster;4002162590180;14.95
12328;Wolfskrieger;4002162585735;17.5
12328;Wolfskrieger;4002162585742;17.5
12328;Wolfskrieger;4002162585759;17.5
12328;Wolfskrieger;4002162585766;17.5
12330;Candygirl;4002162696493;17.5
12330;Candygirl;4002162585551;17.5
12330;Candygirl;4002162696509;17.5
12333;Schneeprinzessin;4002162590623;14.95
12333;Schneeprinzessin;4002162590630;14.95
12333;Schneeprinzessin;4002162590647;14.95
12333;Schneeprinzessin;4002162590654;14.95
12334;Kleiner Held;4002162696455;14.95
12334;Kleiner Held;4002162696462;14.95
12334;Kleiner Held;4002162696479;14.95
12334;Kleiner Held;4002162696486;14.95
12339;Glitzer Hexe;4002162328547;14.95
12339;Glitzer Hexe;4002162328554;14.95
12339;Glitzer Hexe;4002162328561;14.95
12339;Glitzer Hexe;4002162328578;14.95
12340;Teufel Oberteil;4002162327847;7.5
12340;Teufel Oberteil;4002162327854;7.5
12340;Teufel Oberteil;4002162327861;7.5
12342;Waschbär;4002162569421;12.5
12342;Waschbär;4002162569438;12.5
12342;Waschbär;4002162569445;12.5
12343;Rehkitz;4002162590241;14.95
12343;Rehkitz;4002162590258;14.95
12343;Rehkitz;4002162590265;14.95
12343;Rehkitz;4002162590272;14.95
12344;Police Officer;4002162696400;14.95
12344;Police Officer;4002162696417;14.95
12344;Police Officer;4002162696424;14.95
12344;Police Officer;4002162696431;14.95
12344;Police Officer;4002162696448;14.95
12346;Ninja grün;4002162586152;13.95
12346;Ninja grün;4002162586169;13.95
12346;Ninja grün;4002162586176;13.95
12346;Ninja grün;4002162586183;13.95
12346;Ninja grün;4002162586190;13.95
12347;Ninja blau;4002162586206;13.95
12347;Ninja blau;4002162586213;13.95
12347;Ninja blau;4002162586220;13.95
12347;Ninja blau;4002162586237;13.95
12347;Ninja blau;4002162586244;13.95
12348;Ninja rot;4002162586251;13.95
12348;Ninja rot;4002162586268;13.95
12348;Ninja rot;4002162586275;13.95
12348;Ninja rot;4002162586282;13.95
12348;Ninja rot;4002162586299;13.95
12351;Nixe;4002162328516;14.95
12351;Nixe;4002162328523;14.95
12351;Nixe;4002162328530;14.95
12353;Piratin Mary;4002162500202;9.6
12353;Piratin Mary;4002162500219;9.6
12353;Piratin Mary;4002162500226;9.6
12354;Fee Luna;4002162500233;9.95
12354;Fee Luna;4002162500240;9.95
12354;Fee Luna;4002162500257;9.95
12355;Prinzessin Lilly;4002162500264;9.6
12355;Prinzessin Lilly;4002162500271;9.6
12355;Prinzessin Lilly;4002162500288;9.6
12357;Hexe Cara;4002162499698;9.6
12357;Hexe Cara;4002162499704;9.6
12357;Hexe Cara;4002162499711;9.6
12358;Skelett Kleidchen mit Leggings;4002162500080;9.8
12358;Skelett Kleidchen mit Leggings;4002162500097;9.8
12358;Skelett Kleidchen mit Leggings;4002162500103;9.8
12367;Tüllrock pink;4002162500004;4.95
12368;Tüllrock schwarz;4002162499995;4.95
12369;Tüllrock Engel;4002162500011;7.5
12386;Blumenfee ;4002162486674;7.5
12386;Blumenfee ;4002162486681;7.5
12386;Blumenfee ;4002162486698;7.5
12386;Blumenfee ;4002162486704;7.5
12386;Blumenfee ;4002162486711;7.5
12387;Piraten Girl;4002162486773;7.5
12387;Piraten Girl;4002162486780;7.5
12387;Piraten Girl;4002162486797;7.5
12387;Piraten Girl;4002162486803;7.5
12387;Piraten Girl;4002162486810;7.5
12387;Piraten Girl;4002162486827;7.5
12387;Piraten Girl;4002162486834;7.5
12391;Cowboy;4002162486995;9.95
12391;Cowboy;4002162487008;9.95
12391;Cowboy;4002162487015;9.95
12391;Cowboy;4002162487022;9.95
12391;Cowboy;4002162487039;9.95
12391;Cowboy;4002162487046;9.95
12396;Cowgirl;4002162487176;4.5
12396;Cowgirl;4002162487183;4.5
12396;Cowgirl;4002162487190;4.5
12396;Cowgirl;4002162487206;4.5
12396;Cowgirl;4002162487213;4.5
12396;Cowgirl;4002162487220;4.5
12404;Dalmatiner;4002162332902;9.95
12404;Dalmatiner;4002162332919;9.95
12404;Dalmatiner;4002162332926;9.95
12404;Dalmatiner;4002162332933;9.95
12406;Waldläufer;4002162331455;14.95
12406;Waldläufer;4002162331462;14.95
12406;Waldläufer;4002162331479;14.95
12406;Waldläufer;4002162331486;14.95
12406;Waldläufer;4002162331493;14.95
12406;Waldläufer;4002162336924;14.95
12409;Rosenprinzessin;4002162517019;7.5
12409;Rosenprinzessin;4002162517026;7.5
12409;Rosenprinzessin;4002162517033;7.5
12409;Rosenprinzessin;4002162517040;7.5
12410;Prinzessin Clara;4002162331585;14.95
12410;Prinzessin Clara;4002162331592;14.95
12410;Prinzessin Clara;4002162331608;14.95
12411;Burgfräulein;4002162517057;6
12411;Burgfräulein;4002162517064;6
12411;Burgfräulein;4002162517071;6
12411;Burgfräulein;4002162517088;6
12411;Burgfräulein;4002162517095;6
12411;Burgfräulein;4002162517101;6
12412;Fee Lea;4002162330809;12.5
12412;Fee Lea;4002162330816;12.5
12412;Fee Lea;4002162330823;12.5
12414;Herzchen;4002162330717;11.95
12414;Herzchen;4002162330724;11.95
12414;Herzchen;4002162330731;11.95
12417;Raupe;4002162332360;9.95
12417;Raupe;4002162332377;9.95
12417;Raupe;4002162332384;9.95
12417;Raupe;4002162332391;9.95
12419;Spieleshirt Polizei;4002162517224;6.5
12419;Spieleshirt Polizei;4002162517231;6.5
12419;Spieleshirt Polizei;4002162517248;6.5
12419;Spieleshirt Polizei;4002162517255;6.5
12420;Känguru;4002162336931;14.5
12420;Känguru;4002162336948;14.5
12420;Känguru;4002162336955;14.5
12420;Känguru;4002162336962;14.5
12422;Kleine Teufelin;4002162517323;7.5
12422;Kleine Teufelin;4002162517330;7.5
12422;Kleine Teufelin;4002162517347;7.5
12422;Kleine Teufelin;4002162517354;7.5
12422;Kleine Teufelin;4002162517361;7.5
12422;Kleine Teufelin;4002162517378;7.5
12424;Bärchen;4002162335163;12.5
12424;Bärchen;4002162335170;12.5
12424;Bärchen;4002162335187;12.5
12424;Bärchen;4002162335194;12.5
12427;Pinguin;4002162334500;9.95
12427;Pinguin;4002162331417;9.95
12427;Pinguin;4002162331424;9.95
12427;Pinguin;4002162331431;9.95
12428;Schmetterlingsfee;4002162331134;14.95
12428;Schmetterlingsfee;4002162331141;14.95
12428;Schmetterlingsfee;4002162331158;14.95
12429;Kleiner Ritter;4002162331851;9.95
12429;Kleiner Ritter;4002162331868;9.95
12429;Kleiner Ritter;4002162331875;9.95
12429;Kleiner Ritter;4002162331882;9.95
12429;Kleiner Ritter;4002162331899;9.95
12429;Kleiner Ritter;4002162331905;9.95
12433;Koala;4002162334579;12.2
12433;Koala;4002162334586;12.2
12433;Koala;4002162334593;12.2
12433;Koala;4002162334609;12.2
12435;Dino;4002162336887;17.5
12435;Dino;4002162336894;17.5
12435;Dino;4002162336900;17.5
12440;Schmetterling;4002162335866;14.95
12440;Schmetterling;4002162335873;14.95
12440;Schmetterling;4002162335880;14.95
12442;Feuerwehrmann;4002162264234;11.5
12442;Feuerwehrmann;4002162264241;11.5
12442;Feuerwehrmann;4002162264258;11.5
12442;Feuerwehrmann;4002162264265;11.5
12442;Feuerwehrmann;4002162264272;11.5
12442;Feuerwehrmann;4002162264289;11.5
12443;Rainbow Cat Wendepailletten;4002162332780;14.95
12443;Rainbow Cat Wendepailletten;4002162332797;14.95
12443;Rainbow Cat Wendepailletten;4002162332803;14.95
12443;Rainbow Cat Wendepailletten;4002162332810;14.95
12445;Kleiner Pirat;4002162336115;12.5
12445;Kleiner Pirat;4002162336122;12.5
12445;Kleiner Pirat;4002162336139;12.5
12445;Kleiner Pirat;4002162336146;12.5
12445;Kleiner Pirat;4002162336153;12.5
12445;Kleiner Pirat;4002162336160;12.5
12448;Fliegenpilz;4002162334807;9.85
12448;Fliegenpilz;4002162334814;9.85
12448;Fliegenpilz;4002162334821;9.85
12448;Fliegenpilz;4002162334838;9.85
12450;Zauberer;4002162336849;8.95
12450;Zauberer;4002162336856;8.95
12450;Zauberer;4002162336863;8.95
12450;Zauberer;4002162336870;8.95
12461;Spanierin;4002162336016;16.95
12461;Spanierin;4002162336023;16.95
12461;Spanierin;4002162336030;16.95
12463;Rosa Hase;4002162333640;17.5
12463;Rosa Hase;4002162333657;17.5
12463;Rosa Hase;4002162333664;17.5
12500;Zauberhexe;4002162683653;7.5
12500;Zauberhexe;4002162683660;7.5
12500;Zauberhexe;4002162683677;7.5
12500;Zauberhexe;4002162683684;7.5
12500;Zauberhexe;4002162683691;7.5
12513;Drache;4002162684056;14.95
12513;Drache;4002162684063;14.95
12513;Drache;4002162684070;14.95
12519;Dracula;4002162684124;14.95
12519;Dracula;4002162684131;14.95
12519;Dracula;4002162684148;14.95
12519;Dracula;4002162684155;14.95
12519;Dracula;4002162684162;14.95
12519;Dracula;4002162684179;14.95
12530;Glückskäfer;4002162272970;7.5
12530;Glückskäfer;4002162272987;7.5
12530;Glückskäfer;4002162272994;7.5
12602;Fee Viola;4002162475463;12.46
12602;Fee Viola;4002162475470;12.46
12602;Fee Viola;4002162475487;12.46
12602;Fee Viola;4002162475494;12.46
12626;Umhang;4002162286984;3.99
12626;Umhang;4002162287004;3.99
12629;Feuerwehrmann;4002162475722;13.95
12629;Feuerwehrmann;4002162475739;13.95
12629;Feuerwehrmann;4002162475746;13.95
12629;Feuerwehrmann;4002162475753;13.95
12629;Feuerwehrmann;4002162475760;13.95
12634;Giraffe;4002162475777;9.99
12634;Giraffe;4002162475784;9.99
12634;Giraffe;4002162475791;9.99
12634;Giraffe;4002162475807;9.99
12637;Cape Teufel;4002162287646;5.2
12637;Cape Teufel;4002162287660;5.2
12648;Meerjungfrau;4002162475920;13.95
12648;Meerjungfrau;4002162475937;13.95
12648;Meerjungfrau;4002162475944;13.95
12648;Meerjungfrau;4002162475951;13.95
12648;Meerjungfrau;4002162475968;13.95
12651;Magic Witch;4002162476026;8.95
12651;Magic Witch;4002162476033;8.95
12651;Magic Witch;4002162476040;8.95
12651;Magic Witch;4002162476057;8.95
12651;Magic Witch;4002162476064;8.95
12654;Little Miss Santa;4002162478501;4.99
12701;Rotkäppchen;4002162152432;13.95
12701;Rotkäppchen;4002162152449;13.95
12701;Rotkäppchen;4002162152456;13.95
12701;Rotkäppchen;4002162152463;13.95
12718;Regenbogenfee;4002162152517;4.99
12718;Regenbogenfee;4002162152524;4.99
12718;Regenbogenfee;4002162152531;4.99
12718;Regenbogenfee;4002162152548;4.99
12719;Prinzessin Bella;4002162152555;12.5
12719;Prinzessin Bella;4002162152562;12.5
12719;Prinzessin Bella;4002162152579;12.5
12719;Prinzessin Bella;4002162152586;12.5
12719;Prinzessin Bella;4002162152593;12.5
12719;Prinzessin Bella;4002162152609;12.5
12727;Sheriff-Weste;4002162152647;5.02
12727;Sheriff-Weste;4002162152654;5.02
12727;Sheriff-Weste;4002162152661;5.02
12727;Sheriff-Weste;4002162152678;5.02
12727;Sheriff-Weste;4002162152685;5.02
12736;Häschen Cape;4002162152692;9.95
12736;Häschen Cape;4002162152708;9.95
12736;Häschen Cape;4002162152715;9.95
12737;Löwen Cape;4002162152722;9.95
12737;Löwen Cape;4002162152739;9.95
12737;Löwen Cape;4002162152746;9.95
12743;Ritter;4002162152852;13.85
12743;Ritter;4002162152869;13.85
12743;Ritter;4002162152876;13.85
12743;Ritter;4002162152883;13.85
12743;Ritter;4002162152890;13.85
12743;Ritter;4002162152906;13.85
12752;Polizei-Weste;4002162470086;9.7
12752;Polizei-Weste;4002162470093;9.7
12800;Ninja Krieger;4002162709308;15.13
12800;Ninja Krieger;4002162709315;15.13
12800;Ninja Krieger;4002162709322;15.13
12800;Ninja Krieger;4002162709339;15.13
12800;Ninja Krieger;4002162709346;15.13
12801;Punky Pirate;4002162709353;7.5
12801;Punky Pirate;4002162709360;7.5
12801;Punky Pirate;4002162709377;7.5
12801;Punky Pirate;4002162709384;7.5
12801;Punky Pirate;4002162709391;7.5
12803;Indianer;4002162709407;9.95
12803;Indianer;4002162709414;9.95
12803;Indianer;4002162709421;9.95
12803;Indianer;4002162709438;9.95
12803;Indianer;4002162709445;9.95
12803;Indianer;4002162709452;9.95
12829;Piraten Cape;4002162709568;4
12829;Piraten Cape;4002162709575;4
12829;Piraten Cape;4002162709582;4
12829;Piraten Cape;4002162709599;4
12829;Piraten Cape;4002162709605;4
12833;Schimpanse;4002162709612;9.95
12833;Schimpanse;4002162709629;9.95
12833;Schimpanse;4002162709636;9.95
12833;Schimpanse;4002162709643;9.95
12836;FBI-Weste;4002162709742;9.95
12836;FBI-Weste;4002162709759;9.95
12837;Kätzchen;4002162709841;16.34
12837;Kätzchen;4002162709858;16.34
12837;Kätzchen;4002162709865;16.34
12837;Kätzchen;4002162709872;16.34
12838;Bär;4002162709889;9.95
12838;Bär;4002162709896;9.95
12838;Bär;4002162709902;9.95
12840;Tigerkatze;4002162709919;19.95
12840;Tigerkatze;4002162709926;19.95
12840;Tigerkatze;4002162709933;19.95
12847;Piratin;4002162710113;7.5
12847;Piratin;4002162710120;7.5
12847;Piratin;4002162710137;7.5
12847;Piratin;4002162710144;7.5
12847;Piratin;4002162710151;7.5
12847;Piratin;4002162710168;7.5
12850;Diabola;4002162710175;4.99
12850;Diabola;4002162710182;4.99
12850;Diabola;4002162710199;4.99
12850;Diabola;4002162710205;4.99
12850;Diabola;4002162710212;4.99
12850;Diabola;4002162710229;4.99
12851;Vampir Prinzessin;4002162710236;18.09
12851;Vampir Prinzessin;4002162710243;18.09
12851;Vampir Prinzessin;4002162710250;18.09
12851;Vampir Prinzessin;4002162710267;18.09
